,순위,종목코드,href,현재가,매출액[2019],매출액[2019.12],매출액[2020.03],영업이익[2019],영업이익[2019.12],영업이익[2020.03],당기순이익[2019],당기순이익[2019.12],당기순이익[2020.03],자산총계[2019],자산총계[2019.12],자산총계[2020.03],부채총계[2019],부채총계[2019.12],부채총계[2020.03],자본총계[2019],자본총계[2019.12],자본총계[2020.03],영업이익률[2019],영업이익률[2019.12],영업이익률[2020.03],순이익률[2019],순이익률[2019.12],순이익률[2020.03],ROE(%)[2019],ROE(%)[2019.12],ROE(%)[2020.03],ROA(%)[2019],ROA(%)[2019.12],ROA(%)[2020.03],부채비율[2019],부채비율[2019.12],부채비율[2020.03],EPS(원)[2019],EPS(원)[2019.12],EPS(원)[2020.03],PER(배)[2019],PER(배)[2019.12],PER(배)[2020.03],BPS(원)[2019],BPS(원)[2019.12],BPS(원)[2020.03],PBR(배)[2019],PBR(배)[2019.12],PBR(배)[2020.03],현금배당수익률[2019],현금배당수익률[2019.12],현금배당수익률[2020.03],현금배당성향(%)[2019],현금배당성향(%)[2019.12],현금배당성향(%)[2020.03]
JB금융지주,172,175330,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=175330,"5,250","24,084","5,873","5,896","4,849",768,"1,364","3,621",531,"1,016","475,296","475,296","491,456","437,098","437,098","452,765","38,198","38,198","38,691",20.14,13.07,23.14,15.04,9.04,17.23,10.36,10.36,10.32,0.77,0.77,0.77,"1,144.30","1,144.30","1,170.20","1,736",242,490,3.16,3.16,2.55,"17,854","17,854","18,076",0.31,0.31,0.25,5.46,,,17.05,122.18,0.00
아이에스동서,173,010780,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010780,"32,550","9,641","1,978","2,157",662,147,270,743,180,133,"28,838","28,838","29,311","16,102","16,102","16,812","12,736","12,736","12,498",6.87,7.43,12.52,7.70,9.12,6.16,6.10,6.10,5.27,2.93,2.93,2.64,126.44,126.44,134.52,"2,139",548,271,15.40,15.40,12.42,"35,591","35,591","35,142",0.93,0.93,0.64,2.12,,,32.70,127.66,
OCI,174,010060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010060,"42,350","26,051","6,387","5,686","-1,806",-642,-929,"-8,074","-6,607",-579,"48,112","48,112","47,862","21,255","21,255","21,279","26,857","26,857","26,583",-6.93,-10.05,-16.34,-30.99,-103.45,-10.18,-26.20,-26.20,-27.03,-15.42,-15.42,-15.86,79.14,79.14,80.05,"-33,308","-27,339","-2,349",N/A,N/A,N/A,"110,515","110,515","109,712",0.57,0.57,0.32,,,,0.00,0.00,
롯데관광개발,175,032350,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=032350,"14,100",884,345,129,-162,-76,-76,-141,-123,-125,"5,661","5,661","6,580","2,678","2,678","3,649","2,984","2,984","2,932",-18.27,-21.96,-59.12,-15.93,-35.65,-97.32,-4.76,-4.76,-8.72,-2.63,-2.63,-4.54,89.74,89.74,124.45,-204,-177,-181,N/A,N/A,N/A,"4,348","4,348","4,279",3.29,3.29,2.00,,,,,,0.00
롯데정밀화학,176,004000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004000,"38,400","13,113","3,296","3,499","1,897",484,510,"1,684",389,431,"17,927","17,927","18,640","2,996","2,996","3,710","14,931","14,931","14,930",14.46,14.67,14.57,12.84,11.80,12.31,11.73,11.73,11.89,9.64,9.64,9.43,20.06,20.06,24.85,"6,526","1,507","1,669",6.92,6.92,4.70,"58,622","58,622","58,617",0.77,0.77,0.53,3.77,,,25.72,111.34,
GKL,177,114090,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=114090,"16,250","4,908","1,308","1,115",968,228,269,724,183,147,"9,094","9,094","9,130","3,243","3,243","3,458","5,852","5,852","5,672",19.73,17.40,24.14,14.75,13.99,13.20,12.62,12.62,14.28,8.64,8.64,8.65,55.41,55.41,60.97,"1,170",296,238,16.62,16.62,10.66,"9,460","9,460","9,169",2.06,2.06,1.47,3.39,,,56.31,178.69,
롯데리츠,178,330590,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=330590,"5,750",225,,190,145,,120,106,,78,"15,838","15,838","15,755","7,216","7,216","7,220","8,623","8,623","8,535",64.48,,62.75,47.04,,41.18,1.64,,,1.04,,,83.68,83.68,84.59,86,,46,71.28,,,"5,014","5,014","4,963",1.23,1.23,1.02,1.56,,,156.76,,0.00
금호타이어,179,073240,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=073240,"3,340","23,692","6,124","4,886",574,323,-184,-434,85,-802,"39,295","39,295","40,033","26,368","26,368","27,688","12,926","12,926","12,345",2.42,5.27,-3.77,-1.83,1.39,-16.42,-3.29,-3.29,-6.90,-1.06,-1.06,-2.20,203.99,203.99,224.28,-151,30,-279,N/A,N/A,N/A,"4,500","4,500","4,298",0.93,0.93,0.71,,,,0.00,0.00,
코스맥스,180,192820,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=192820,"96,500","13,307","3,531","3,285",540,169,160,183,43,12,"12,044","12,044","12,742","8,879","8,879","9,551","3,165","3,165","3,191",4.06,4.78,4.88,1.38,1.23,0.36,10.45,10.45,8.91,1.62,1.62,1.09,280.56,280.56,299.25,"3,167",965,478,25.23,25.23,28.52,"34,190","34,190","34,588",2.34,2.34,2.27,1.13,,,28.41,93.23,
DGB금융지주,181,139130,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=139130,"5,810","49,550","11,520","19,440","4,322",560,"1,333","3,629",633,977,"723,977","723,977","753,074","669,694","669,694","697,443","54,283","54,283","55,631",8.72,4.86,6.86,7.32,5.49,5.02,7.31,7.31,6.81,0.53,0.53,0.48,"1,233.70","1,233.70","1,253.70","1,936",327,521,3.68,3.68,2.49,"27,296","27,296","28,106",0.26,0.26,0.16,5.76,,,21.18,125.41,0.00
아시아나항공,182,020560,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020560,"4,440","69,658","16,622","12,937","-4,437","-2,698","-2,920","-8,179","-2,938","-6,833","135,034","135,034","134,143","125,951","125,951","132,041","9,083","9,083","2,103",-6.37,-16.23,-22.57,-11.74,-17.67,-52.81,-90.67,-90.67,-254.01,-7.54,-7.54,-11.67,"1,386.69","1,386.69","6,279.78","-3,626","-1,319","-2,921",N/A,N/A,N/A,"3,552","3,552",570,1.52,1.52,5.91,,,,0.00,0.00,
영풍,183,000670,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000670,"520,000","30,841","6,902","7,348",844,181,150,"2,074",291,498,"48,327","48,327","47,724","11,342","11,342","10,766","36,985","36,985","36,959",2.74,2.62,2.04,6.73,4.22,6.78,7.40,7.40,7.77,4.34,4.34,4.82,30.67,30.67,29.13,"126,504","27,031","28,880",5.10,5.10,3.55,"1,893,161","1,893,161","1,919,580",0.34,0.34,0.25,1.55,,,7.38,34.55,
코오롱인더,184,120110,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=120110,"35,250","44,072","11,327","9,893","1,729",113,265,221,-289,"1,631","52,931","52,931","52,286","31,668","31,668","30,102","21,263","21,263","22,184",3.92,0.99,2.68,0.50,-2.55,16.48,1.58,1.58,8.28,0.41,0.41,3.06,148.93,148.93,135.69,"1,092",-813,"5,514",45.55,45.55,5.15,"67,767","67,767","70,894",0.73,0.73,0.42,1.81,,,82.84,-111.27,
코리안리,185,003690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003690,"7,820","106,699","29,078","27,290","2,498",268,552,"1,887",195,410,"117,331","117,331","121,617","92,771","92,771","97,702","24,560","24,560","23,914",2.34,0.92,2.02,1.77,0.67,1.50,8.04,8.04,7.12,1.68,1.68,1.45,377.73,377.73,408.55,"1,568",162,340,5.81,5.81,5.29,"21,418","21,418","22,047",0.43,0.43,0.33,5.49,,,30.44,295.24,0.00
삼양식품,186,003230,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003230,"120,000","5,436","1,519","1,564",783,212,267,600,139,227,"4,704","4,704","4,959","1,827","1,827","1,929","2,876","2,876","3,030",14.40,13.94,17.06,11.04,9.14,14.54,23.14,23.14,26.20,13.60,13.60,15.13,63.52,63.52,63.64,"7,906","1,846","2,965",11.37,11.37,9.96,"37,663","37,663","39,655",2.39,2.39,2.35,0.89,,,10.12,43.34,
현대오토에버,187,307950,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=307950,"44,600","15,718","4,712","3,290",802,250,114,569,152,89,"10,267","10,267","10,494","5,117","5,117","5,399","5,150","5,150","5,096",5.10,5.31,3.47,3.62,3.22,2.71,11.71,11.71,11.57,6.13,6.13,5.70,99.35,99.35,105.94,"2,673",721,419,18.85,18.85,11.86,"24,259","24,259","24,039",2.08,2.08,1.31,1.41,,,26.66,98.47,
쿠쿠홈시스,189,284740,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=284740,"40,500","6,637","1,548","1,997","1,206",385,207,799,241,177,"6,266","6,120","6,266","1,688","1,709","1,688","4,578","4,411","4,578",18.18,24.85,10.37,12.04,15.59,8.85,16.10,12.68,16.10,14.02,11.22,14.02,36.86,38.74,36.86,"2,890",809,670,14.95,18.69,14.95,"19,339","18,727","19,339",2.23,2.25,2.23,1.30,,,4.75,0.00,20.46
태광산업,190,003240,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003240,"799,000","29,180","6,757","5,079","2,914",411,411,"1,675",-346,678,"43,571","43,571","44,203","8,733","8,733","8,900","34,838","34,838","35,303",9.99,6.08,8.10,5.74,-5.12,13.35,4.34,4.34,5.58,3.78,3.78,4.57,25.07,25.07,25.21,"122,200","-37,555","56,285",8.67,8.67,3.96,"3,777,146","3,777,146","3,826,294",0.28,0.28,0.16,0.15,,,0.96,-3.12,
현대그린푸드,191,005440,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005440,"9,160","31,243","7,938","8,347",899,49,311,639,-338,411,"29,666","29,666","29,104","8,502","8,502","8,504","21,164","21,164","20,600",2.88,0.61,3.72,2.05,-4.26,4.93,3.20,3.20,3.26,2.20,2.20,2.34,40.17,40.17,41.28,561,-331,339,21.13,21.13,11.59,"19,669","19,669","18,956",0.60,0.60,0.35,1.77,,,33.46,-56.67,0.00
화승엔터프라이즈,192,241590,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=241590,"14,800","12,016","3,734","2,844",854,339,182,652,258,-57,"9,789","9,789","11,878","6,114","6,114","6,739","3,675","3,675","5,139",7.11,9.07,6.38,5.42,6.90,-2.01,19.87,19.87,12.74,7.50,7.50,5.27,166.38,166.38,131.15,"1,031",414,-99,16.43,16.43,13.14,"5,759","5,759","8,176",2.94,2.94,1.33,0.27,,,4.36,10.87,
오리온홀딩스,193,001800,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001800,"14,250","21,036","5,707","5,722","2,667",810,836,"1,564",337,633,"43,663","43,663","44,239","10,287","10,287","10,248","33,376","33,376","33,990",12.68,14.20,14.61,7.43,5.90,11.06,2.54,2.54,3.04,3.59,3.59,4.06,30.82,30.82,30.15,772,102,368,23.05,23.05,12.96,"32,019","32,019","32,238",0.56,0.56,0.37,3.65,,,47.78,363.53,
롯데칠성,195,005300,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005300,"109,500","24,295","5,200","5,074","1,077",-69,63,"-1,440","-1,298",-35,"32,565","32,565","31,763","20,285","20,285","19,843","12,280","12,280","11,920",4.43,-1.33,1.23,-5.93,-24.97,-0.69,-11.68,-11.68,-11.68,-4.38,-4.38,-4.39,165.19,165.19,166.47,"-16,243","-14,771",-346,N/A,N/A,N/A,"147,638","147,638","143,327",0.95,0.95,0.59,1.93,,,-15.57,-17.12,
현대홈쇼핑,196,057050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=057050,"72,400","22,070","5,814","5,372","1,297",303,289,859,-222,355,"24,996","24,996","25,224","7,678","7,678","8,017","17,318","17,318","17,207",5.88,5.22,5.38,3.89,-3.82,6.61,5.03,5.03,4.81,3.40,3.40,3.18,44.34,44.34,46.59,"7,162","-1,852","2,958",11.24,11.24,8.41,"148,171","148,171","150,306",0.54,0.54,0.38,2.48,,,27.20,-105.20,0.00
다우기술,197,023590,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=023590,"19,300","32,455","8,710","25,474","5,075","1,225",219,"3,959","1,036",138,"241,714","241,714","309,357","215,072","215,072","283,873","26,642","26,642","25,484",15.64,14.06,0.86,12.20,11.89,0.54,14.62,14.62,10.16,1.84,1.84,0.94,807.26,807.26,"1,113.90","4,130","1,201",238,4.60,4.60,5.15,"30,884","30,884","30,107",0.62,0.62,0.49,2.11,,,9.34,32.11,
JW중외제약,198,001060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001060,"41,450","5,113","1,139","1,290",-190,-267,-5,-253,-232,-27,"5,732","5,732","5,710","3,431","3,431","3,514","2,301","2,301","2,195",-3.72,-23.44,-0.35,-4.94,-20.39,-2.13,-10.31,-10.31,-9.88,-4.33,-4.33,-3.96,149.12,149.12,160.06,"-1,133","-1,044",-123,N/A,N/A,N/A,"10,461","10,461","9,982",2.83,2.83,3.15,1.07,,,-27.51,-29.95,
대상,199,001680,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001680,"24,450","29,640","7,254","7,558","1,298",156,498,"1,089",258,533,"23,971","23,971","26,325","13,749","13,749","15,819","10,222","10,222","10,506",4.38,2.16,6.59,3.67,3.56,7.05,11.17,11.17,13.99,4.74,4.74,5.50,134.50,134.50,150.56,"2,976",704,"1,474",7.79,7.79,4.45,"27,896","27,896","28,718",0.83,0.83,0.59,2.59,,,20.17,85.32,
한섬,200,020000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=020000,"33,800","12,598","3,841","2,715","1,066",333,293,853,273,216,"13,236","13,236","12,974","2,781","2,781","2,404","10,456","10,456","10,569",8.46,8.67,10.78,6.77,7.12,7.96,8.37,8.37,7.88,6.57,6.57,6.46,26.60,26.60,22.75,"3,462","1,110",877,9.11,9.11,5.88,"47,591","47,591","48,109",0.66,0.66,0.40,1.43,,,11.60,36.16,0.00
동아에스티,201,170900,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=170900,"96,100","6,123","1,562","2,013",566,49,530,709,230,464,"10,088","10,088","10,720","3,629","3,629","3,727","6,459","6,459","6,993",9.24,3.11,26.33,11.58,14.71,23.07,11.58,11.58,15.06,7.25,7.25,9.49,56.19,56.19,53.30,"8,398","2,722","5,499",14.17,14.17,6.98,"76,538","76,538","82,868",1.55,1.55,0.97,0.84,,,11.90,36.71,0.00
대한유화,202,006650,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006650,"125,000","20,743","5,663","4,960","1,138",118,-457,"1,063",107,-302,"20,265","20,265","20,251","2,479","2,479","2,920","17,786","17,786","17,331",5.49,2.09,-9.22,5.13,1.89,-6.08,6.11,6.11,1.06,5.30,5.30,0.89,13.94,13.94,16.85,"16,360","1,644","-4,644",7.18,7.18,30.99,"287,983","287,983","280,608",0.41,0.41,0.31,2.13,,,14.52,144.48,
롯데제과,204,280360,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=280360,"126,000","20,930","5,153","5,018",973,162,184,416,-97,1,"27,162","27,162","27,177","14,154","14,154","14,398","13,008","13,008","12,778",4.65,3.15,3.66,1.99,-1.88,0.03,3.19,3.19,2.50,1.58,1.58,1.22,108.81,108.81,112.68,"5,932","-1,662",-15,25.20,25.20,22.83,"188,635","188,635","184,521",0.79,0.79,0.57,0.87,,,21.90,-78.14,0.00
제일약품,205,271980,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=271980,"55,000","6,714","1,672","1,708",4,-88,53,-106,-141,38,"4,016","4,016","4,104","2,315","2,315","2,376","1,700","1,700","1,728",0.06,-5.25,3.08,-1.58,-8.41,2.24,-5.96,-5.92,-3.94,-2.63,-2.61,-1.71,136.16,136.16,137.46,-720,-957,260,N/A,N/A,N/A,"11,635","11,635","11,827",3.11,3.11,1.94,0.19,,,-9.67,-7.27,
후성,206,093370,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093370,"8,610","2,489",581,600,134,-36,-31,2,-118,-26,"5,289","5,289","5,305","2,860","2,860","2,870","2,429","2,429","2,436",5.40,-6.12,-5.14,0.08,-20.23,-4.35,3.85,3.85,0.86,0.04,0.04,-1.27,117.71,117.71,117.82,87,-70,-16,93.40,93.40,313.59,"2,295","2,295","2,293",3.56,3.56,2.69,0.18,,,17.15,-21.42,0.00
보령제약,207,003850,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003850,"16,400","5,243","1,389","1,342",391,64,134,322,53,83,"5,076","5,076","4,944","2,247","2,247","2,073","2,830","2,830","2,871",7.45,4.59,9.98,6.15,3.85,6.21,11.96,11.96,11.53,6.73,6.73,6.49,79.40,79.40,72.20,729,121,189,22.77,22.77,16.95,"6,731","6,731","6,830",2.47,2.47,1.78,0.60,,,13.05,78.68,
휴켐스,208,069260,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=069260,"18,900","6,598","1,630","1,797","1,064",142,311,703,11,237,"9,139","9,139","8,918","2,422","2,422","2,329","6,717","6,717","6,588",16.12,8.72,17.28,10.66,0.69,13.20,10.82,10.82,11.57,7.91,7.91,8.00,36.06,36.06,35.36,"1,721",31,580,12.29,12.29,8.27,"17,014","17,014","16,670",1.24,1.24,0.88,4.73,,,54.54,"3,007.73",0.00
동원산업,209,006040,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006040,"213,500","26,826","6,371","7,445","1,936",199,624,514,-199,254,"29,860","29,860","30,691","19,076","19,076","19,543","10,785","10,785","11,149",7.22,3.13,8.39,1.92,-3.13,3.41,4.45,4.45,3.49,1.84,1.84,1.41,176.88,176.88,175.29,"12,632","-5,228","6,462",16.74,16.74,17.23,"282,744","282,744","292,157",0.75,0.75,0.59,0.95,,,16.41,-38.26,0.00
NICE,210,034310,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034310,"20,050","18,777","4,182","4,735","1,542",396,452,777,-142,181,"25,648","25,648","25,753","13,412","13,412","13,498","12,236","12,236","12,255",8.21,9.46,9.55,4.14,-3.38,3.83,4.39,4.39,3.03,3.28,3.28,3.04,109.61,109.61,110.14,771,-504,77,27.11,27.11,34.32,"18,100","18,100","17,999",1.15,1.15,1.02,1.10,,,29.83,-45.63,0.00
동원F&B,211,049770,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=049770,"199,000","30,303","7,479","7,836","1,014",166,365,657,87,239,"15,735","15,735","15,983","8,923","8,923","9,048","6,812","6,812","6,935",3.35,2.22,4.66,2.17,1.17,3.05,10.00,10.00,9.64,4.41,4.41,4.13,130.99,130.99,130.47,"17,015","2,263","6,185",13.28,13.28,9.96,"176,519","176,519","179,696",1.28,1.28,0.93,1.33,,,17.63,132.57,
두산,212,000150,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000150,"47,250","185,357","47,899","44,271","12,619","3,029",909,"4,331","2,710","-3,798","291,697","291,697","303,894","223,502","223,502","238,611","68,195","68,195","65,282",6.81,6.32,2.05,2.34,5.66,-8.58,23.52,23.52,14.02,1.49,1.49,-0.01,327.74,327.74,365.51,"18,218","20,747","-9,105",3.86,3.86,3.15,"87,742","87,742","80,461",0.80,0.80,0.42,7.40,,,23.78,5.25,
LIG넥스원,214,079550,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079550,"33,950","14,527","4,335","3,522",181,-112,268,32,-145,226,"23,175","23,175","25,504","16,835","16,835","19,159","6,340","6,340","6,345",1.25,-2.58,7.61,0.22,-3.35,6.43,,,,,,,265.55,265.55,301.96,145,-661,"1,030",218.25,,,"28,817","28,817","29,280",1.10,1.10,0.66,1.90,,,414.40,-90.84,
아주캐피탈,215,033660,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033660,"12,600","7,264","1,967","1,957","1,338",369,346,"1,016",280,262,"74,732","74,732","78,512","66,592","66,592","70,520","8,140","8,140","7,992",18.41,18.76,17.70,13.99,14.23,13.41,12.97,12.97,13.98,1.49,1.49,1.53,818.09,818.09,882.37,"1,765",486,456,7.05,7.05,6.35,"14,449","14,449","14,278",0.86,0.86,0.83,5.22,,,36.05,130.80,0.00
SK가스,216,018670,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=018670,"78,500","49,311","13,028","12,353","1,896",476,863,"1,541","1,354",965,"40,824","40,824","42,665","24,216","24,216","25,492","16,608","16,608","17,173",3.84,3.65,6.99,3.13,10.39,7.81,9.85,9.85,16.10,3.93,3.93,6.30,145.81,145.81,148.44,"17,212","14,700","10,458",4.92,4.92,2.23,"185,881","185,881","192,207",0.46,0.46,0.33,3.51,,,16.71,19.56,
락앤락,217,115390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=115390,"13,000","4,860","1,413","1,001",243,103,8,164,49,5,"7,999","7,999","7,959","1,159","1,159",958,"6,840","6,840","7,000",5.00,7.32,0.79,3.37,3.50,0.49,2.44,2.44,1.80,2.13,2.13,1.54,16.95,16.95,13.69,302,91,9,47.33,47.33,39.72,"12,620","12,620","12,916",1.13,1.13,0.70,,,,0.00,0.00,0.00
롯데하이마트,219,071840,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071840,"29,750","40,265","9,350","9,253","1,099",63,195,-999,"-1,689",114,"31,076","31,076","31,998","11,857","11,857","12,921","19,219","19,219","19,077",2.73,0.68,2.11,-2.48,-18.06,1.23,-5.02,-5.02,-5.28,-3.21,-3.21,-3.05,61.69,61.69,67.73,"-4,232","-7,153",481,N/A,N/A,N/A,"81,410","81,410","80,809",0.38,0.38,0.19,3.24,,,-23.63,-13.98,
동국제강,220,001230,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001230,"7,150","56,584","13,583","12,284","1,646",-197,562,-817,-429,"-1,208","54,390","54,390","54,958","34,939","34,939","35,044","19,451","19,451","19,914",2.91,-1.45,4.57,-1.44,-3.16,-9.84,-3.63,-3.63,-10.07,-1.46,-1.46,-3.63,179.63,179.63,175.98,-718,-344,"-1,262",N/A,N/A,N/A,"19,568","19,568","20,452",0.30,0.30,0.18,,,,0.00,0.00,
S&T모티브,222,064960,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=064960,"44,700","9,763","2,587","2,165",892,255,188,37,145,240,"10,389","10,389","10,487","3,029","3,029","3,084","7,360","7,360","7,403",9.14,9.84,8.66,0.38,5.61,11.08,0.33,0.33,12.22,0.33,0.33,8.33,41.16,41.16,41.66,166,997,"1,641",258.23,258.23,4.74,"53,249","53,249","53,564",0.80,0.80,0.52,3.27,3.01,,799.30,132.68,
애경산업,223,018250,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=018250,"26,000","7,013","1,941","1,604",606,166,126,416,95,91,"4,515","4,515","4,391","1,130","1,130","1,091","3,385","3,385","3,300",8.64,8.58,7.83,5.94,4.92,5.70,12.86,12.86,10.02,9.66,9.66,7.41,33.40,33.40,33.05,"1,581",362,346,17.97,17.97,19.02,"12,827","12,827","12,591",2.21,2.21,1.85,1.58,,,28.54,124.48,
남선알미늄,224,008350,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=008350,"6,280","3,248",962,688,116,54,23,145,16,45,"2,955","2,955","2,916","1,164","1,164","1,070","1,791","1,791","1,846",3.56,5.62,3.27,4.46,1.65,6.49,8.33,8.33,9.33,4.84,4.84,5.50,65.01,65.01,57.99,131,14,40,24.65,24.65,32.93,"1,621","1,621","1,671",1.99,1.99,2.96,0.00,,,0.00,0.00,
아모레퍼시픽우,225,090435,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=090435,"176,000","55,801","13,337","11,309","4,278",459,609,"2,238",-579,670,"59,890","59,890","59,050","14,902","14,902","13,973","44,988","44,988","45,077",7.67,3.44,5.39,4.01,-4.34,5.92,5.36,5.36,4.18,3.94,3.94,2.86,33.12,33.12,31.00,"3,460",-716,"1,038",57.80,57.80,62.19,"65,539","65,539","65,735",3.05,3.05,2.56,0.50,,,28.71,-138.81,
대한전선,226,001440,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001440,794,"15,547","4,873","3,572",332,212,59,-126,64,-138,"12,351","12,351","12,061","9,224","9,224","9,206","3,126","3,126","2,855",2.14,4.35,1.65,-0.81,1.32,-3.87,-3.99,-3.99,-6.84,-1.05,-1.05,-1.73,295.04,295.04,322.51,-14,8,-16,N/A,N/A,N/A,349,349,320,1.76,1.76,1.58,,,,,,
씨에스윈드,227,112610,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=112610,"39,300","7,994","1,985","1,810",601,156,162,347,54,135,"7,356","7,356","7,924","3,658","3,658","4,089","3,698","3,698","3,835",7.52,7.88,8.98,4.34,2.70,7.45,9.92,9.92,9.90,5.17,5.17,5.18,98.90,98.90,106.63,"1,846",303,709,20.59,20.59,14.13,"22,013","22,013","22,798",1.73,1.73,1.18,1.21,1.25,,22.33,135.90,0.00
에스엘,228,005850,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005850,"13,800","22,622","6,577","6,129",436,116,307,871,162,88,"22,736","22,736","23,270","8,949","8,949","9,284","13,787","13,787","13,987",1.93,1.76,5.00,3.85,2.47,1.44,7.25,7.25,7.43,4.35,4.35,4.32,64.91,64.91,66.37,"1,921",348,183,9.45,9.45,7.21,"29,291","29,291","29,776",0.62,0.62,0.44,2.20,,,21.65,110.83,0.00
빙그레,229,005180,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005180,"66,900","8,783","1,871","1,943",458,-15,63,411,4,66,"6,849","6,849","7,067","1,138","1,138","1,442","5,711","5,711","5,625",5.21,-0.78,3.26,4.67,0.23,3.40,7.36,7.36,7.54,6.13,6.13,5.97,19.92,19.92,25.63,"4,168",43,671,13.44,13.44,11.42,"64,595","64,595","63,618",0.87,0.87,0.76,2.59,,,31.22,"3,031.84",
한전기술,230,052690,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=052690,"17,050","4,486","1,821",897,441,332,74,264,138,50,"7,352","7,352","6,894","2,430","2,430","2,068","4,922","4,922","4,826",9.82,18.24,8.29,5.88,7.58,5.62,5.54,5.54,4.73,3.50,3.50,3.13,49.37,49.37,42.86,691,361,132,29.03,29.03,25.81,"12,938","12,938","12,685",1.55,1.55,1.19,1.55,,,44.68,85.46,
풍산,231,103140,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=103140,"22,950","24,513","7,064","5,812",411,167,-16,176,78,-32,"25,625","25,625","26,119","11,787","11,787","12,368","13,838","13,838","13,751",1.68,2.37,-0.28,0.72,1.11,-0.55,1.28,1.28,0.39,0.67,0.67,0.20,85.18,85.18,89.95,629,278,-115,37.86,37.86,93.45,"49,327","49,327","49,014",0.48,0.48,0.36,1.68,,,63.60,143.66,
